type,time,latitude,longitude,alt,speed,course
T,1476284809,46.7,-96.74,1109.8,9.26,7.9
T,1476284810,46.7,-96.74,1109.8,9.26,7.9
T,1476284812,46.7,-96.74,1112.5,9.05,8.6
T,1476284813,46.7,-96.74,1112.5,9.05,8.6
T,1476284814,46.7,-96.74,1116.9,9,9
T,1476284816,46.7,-96.74,1116.9,9,9
T,1476284817,46.7,-96.74,1120.1,8.9,8.8
T,1476284819,46.7,-96.74,1120.1,8.9,8.8
T,1476284820,46.7,-96.74,1122.6,9.11,8.3
T,1476284822,46.7,-96.74,1122.6,9.11,8.3
T,1476284823,46.7,-96.74,1126.6,9,8.8
T,1476284825,46.7,-96.74,1126.6,9,8.8
T,1476284826,46.7,-96.74,1131.1,8.95,8.8
T,1476284828,46.7,-96.74,1131.1,8.95,8.8
T,1476284829,46.71,-96.74,1136.9,9.16,9.2
T,1476284831,46.71,-96.74,1136.9,9.16,9.2
T,1476284832,46.71,-96.74,1140.1,9.11,10
T,1476284833,46.71,-96.74,1140.1,9.11,10
T,1476284835,46.71,-96.74,1141.8,9.26,10.2
T,1476284836,46.71,-96.74,1141.8,9.26,10.2
T,1476284838,46.71,-96.74,1143.7,9.26,10.2
T,1476284839,46.71,-96.74,1143.7,9.41,9.9
T,1476284841,46.71,-96.74,1143.7,9.41,9.9
T,1476284842,46.71,-96.74,1146.2,9.21,9.8
T,1476284844,46.71,-96.74,1146.2,9.21,9.8
T,1476284845,46.71,-96.74,1148.3,8.9,10.1
T,1476284847,46.71,-96.74,1148.3,8.9,10.1
T,1476284848,46.71,-96.74,1150.2,8.95,8.7
T,1476284850,46.71,-96.74,1150.2,8.95,8.7
T,1476284851,46.71,-96.74,1153.4,8.69,8.5
T,1476284853,46.71,-96.74,1153.4,8.69,8.5
T,1476284854,46.71,-96.74,1156,8.59,9
T,1476284855,46.71,-96.74,1156,8.59,9
T,1476284857,46.71,-96.74,1158.5,8.75,8.7
T,1476284858,46.71,-96.74,1158.5,8.75,8.7
T,1476284860,46.71,-96.74,1161.1,8.69,9.9
T,1476284861,46.71,-96.74,1161.1,8.69,9.9
T,1476284863,46.71,-96.74,1163,8.75,8.8
T,1476284864,46.71,-96.74,1163,8.75,8.8
T,1476284866,46.71,-96.74,1165.1,9.05,10.3
T,1476284867,46.71,-96.74,1165.1,9.05,10.3
T,1476284869,46.71,-96.74,1168.7,8.85,12.4
T,1476284870,46.71,-96.74,1168.7,8.85,12.4
T,1476284872,46.71,-96.74,1172.8,8.9,12.8
T,1476284873,46.71,-96.74,1172.8,8.9,12.8
T,1476284874,46.71,-96.74,1177.4,8.95,14.5
T,1476284876,46.71,-96.74,1177.4,8.95,14.5
T,1476284877,46.71,-96.74,1181.5,9,15
T,1476284879,46.71,-96.74,1181.5,9,15
T,1476284880,46.71,-96.74,1185.6,9.16,14.8
T,1476284882,46.71,-96.74,1185.6,9.16,14.8
T,1476284883,46.71,-96.74,1189.7,9.16,15.1
T,1476284885,46.71,-96.74,1189.7,9.16,15.1
T,1476284886,46.71,-96.74,1192.5,9.36,14.8
T,1476284888,46.71,-96.74,1192.5,9.36,14.8
T,1476284889,46.71,-96.74,1194.7,9.41,14.5
T,1476284891,46.71,-96.74,1194.7,9.41,14.5
T,1476284892,46.71,-96.74,1196.9,9.41,14.5
T,1476284893,46.71,-96.74,1196.9,9.21,15.1
T,1476284895,46.71,-96.74,1196.9,9.21,15.1
T,1476284896,46.71,-96.74,1199.1,9,15.8
T,1476284898,46.71,-96.74,1199.1,9,15.8
T,1476284899,46.71,-96.74,1201.1,8.9,16.3
T,1476284901,46.71,-96.74,1201.1,8.9,16.3
T,1476284902,46.71,-96.74,1203.5,9.16,15.9
T,1476284903,46.71,-96.74,1203.5,9.16,15.9
T,1476284905,46.71,-96.74,1205.8,8.75,16.7
T,1476284906,46.71,-96.74,1205.8,8.75,16.7
T,1476284908,46.71,-96.74,1208.2,8.75,18.5
T,1476284909,46.71,-96.74,1208.2,8.75,18.5
T,1476284911,46.71,-96.74,1211.4,8.85,18.4
T,1476284912,46.71,-96.74,1211.4,8.85,18.4
T,1476284914,46.71,-96.74,1214.3,8.9,19
T,1476284915,46.71,-96.74,1214.3,8.9,19
T,1476284916,46.71,-96.74,1217.1,8.9,18.7
T,1476284918,46.71,-96.74,1217.1,8.9,18.7
T,1476284919,46.71,-96.74,1219.5,8.85,19.3
T,1476284921,46.71,-96.74,1219.5,8.85,19.3
T,1476284922,46.71,-96.74,1222.3,8.75,20.2
T,1476284924,46.71,-96.74,1222.3,8.75,20.2
T,1476284925,46.71,-96.74,1226.4,9,21.1
T,1476284926,46.71,-96.74,1226.4,9,21.1
T,1476284928,46.71,-96.74,1231.5,9,21.1
T,1476284929,46.71,-96.74,1231.5,8.69,21.6
T,1476284931,46.71,-96.74,1231.5,8.69,21.6
T,1476284932,46.71,-96.74,1234.6,8.69,22.4
T,1476284934,46.71,-96.74,1234.6,8.69,22.4
T,1476284935,46.71,-96.74,1237.4,8.64,23.4
T,1476284937,46.71,-96.74,1237.4,8.64,23.4
T,1476284938,46.71,-96.74,1240.1,8.54,24.9
T,1476284939,46.71,-96.74,1240.1,8.54,24.9
T,1476284941,46.71,-96.74,1242.6,8.39,25.6
T,1476284942,46.71,-96.74,1242.6,8.39,25.6
T,1476284944,46.71,-96.74,1245.1,8.54,26.9
T,1476284945,46.71,-96.74,1245.1,8.54,26.9
T,1476284947,46.71,-96.74,1247.7,8.69,26.4
T,1476284948,46.71,-96.74,1247.7,8.69,26.4
T,1476284950,46.71,-96.74,1250.2,8.8,26.7
T,1476284951,46.71,-96.74,1250.2,8.8,26.7
T,1476284952,46.71,-96.74,1253.3,8.54,26.3
T,1476284954,46.71,-96.74,1253.3,8.54,26.3
T,1476284955,46.71,-96.74,1255.9,8.49,28.2
T,1476284957,46.71,-96.74,1255.9,8.49,28.2
T,1476284958,46.71,-96.74,1258.5,8.64,26.8
T,1476284960,46.71,-96.74,1258.5,8.64,26.8
T,1476284961,46.72,-96.74,1260.9,8.8,26
T,1476284963,46.72,-96.74,1260.9,8.8,26
T,1476284964,46.72,-96.74,1263.5,8.8,26
T,1476284965,46.72,-96.74,1263.5,8.33,28
T,1476284967,46.72,-96.74,1263.5,8.33,28
T,1476284968,46.72,-96.74,1267,8.33,28.6
T,1476284970,46.72,-96.74,1267,8.33,28.6
T,1476284971,46.72,-96.74,1270.1,8.8,30.4
T,1476284973,46.72,-96.74,1270.1,8.8,30.4
T,1476284974,46.72,-96.74,1273.4,8.54,30
T,1476284975,46.72,-96.74,1273.4,8.54,30
T,1476284977,46.72,-96.74,1276.1,8.39,29.9
T,1476284978,46.72,-96.74,1276.1,8.39,29.9
T,1476284980,46.72,-96.74,1278.3,8.59,30.9
T,1476284981,46.72,-96.74,1278.3,8.59,30.9
T,1476284983,46.72,-96.74,1281.4,8.44,32
T,1476284984,46.72,-96.74,1281.4,8.44,32
T,1476284986,46.72,-96.73,1284,8.08,31.5
T,1476284987,46.72,-96.73,1284,8.08,31.5
T,1476284988,46.72,-96.73,1286.1,8.08,32.3
T,1476284990,46.72,-96.73,1286.1,8.08,32.3
T,1476284991,46.72,-96.73,1287.7,8.08,31.8
T,1476284993,46.72,-96.73,1287.7,8.08,31.8
T,1476284994,46.72,-96.73,1291.2,7.97,31.3
T,1476284996,46.72,-96.73,1291.2,7.97,31.3
T,1476284997,46.72,-96.73,1295.5,7.87,31
T,1476284999,46.72,-96.73,1295.5,7.87,31
T,1476285000,46.72,-96.73,1299.5,7.77,31.5
T,1476285002,46.72,-96.73,1299.5,7.77,31.5
T,1476285003,46.72,-96.73,1303.4,7.97,32.2
T,1476285005,46.72,-96.73,1303.4,7.97,32.2
T,1476285006,46.72,-96.73,1306.2,8.13,32.2
T,1476285008,46.72,-96.73,1306.2,8.13,32.2
T,1476285009,46.72,-96.73,1309,7.82,32.6
T,1476285010,46.72,-96.73,1309,7.82,32.6
T,1476285012,46.72,-96.73,1311.9,7.82,32.6
T,1476285013,46.72,-96.73,1311.9,7.87,31.4
T,1476285015,46.72,-96.73,1311.9,7.87,31.4
T,1476285016,46.72,-96.73,1314.9,7.77,33.9
T,1476285018,46.72,-96.73,1314.9,7.77,33.9
T,1476285019,46.72,-96.73,1316.6,7.87,35.2
T,1476285021,46.72,-96.73,1316.6,7.87,35.2
T,1476285022,46.72,-96.73,1318,8.13,36.1
T,1476285024,46.72,-96.73,1318,8.13,36.1
T,1476285025,46.72,-96.73,1318.7,8.08,36.3
T,1476285027,46.72,-96.73,1318.7,8.08,36.3
T,1476285028,46.72,-96.73,1320.5,8.08,34.3
T,1476285030,46.72,-96.73,1320.5,8.08,34.3
T,1476285031,46.72,-96.73,1323.5,8.13,34.7
T,1476285032,46.72,-96.73,1323.5,8.13,34.7
T,1476285034,46.72,-96.73,1326.3,8.18,34.9
T,1476285035,46.72,-96.73,1326.3,8.18,34.9
T,1476285037,46.72,-96.73,1328.6,8.18,36.1
T,1476285038,46.72,-96.73,1328.6,8.18,36.1
T,1476285040,46.72,-96.73,1331.1,8.28,37.2
T,1476285041,46.72,-96.73,1331.1,8.28,37.2
T,1476285043,46.72,-96.73,1333.1,7.92,37.5
T,1476285044,46.72,-96.73,1333.1,7.92,37.5
T,1476285046,46.72,-96.73,1335.7,7.82,37.4
T,1476285047,46.72,-96.73,1335.7,7.82,37.4
T,1476285049,46.72,-96.73,1338.2,7.72,38.4
T,1476285050,46.72,-96.73,1338.2,7.72,38.4
T,1476285051,46.72,-96.73,1341.6,7.77,39.1
T,1476285053,46.72,-96.73,1341.6,7.77,39.1
T,1476285054,46.72,-96.73,1344.6,7.97,41.5
T,1476285056,46.72,-96.73,1344.6,7.97,41.5
T,1476285057,46.72,-96.73,1347.5,7.51,39.8
T,1476285059,46.72,-96.73,1347.5,7.51,39.8
T,1476285060,46.72,-96.73,1350.6,7.56,41
T,1476285062,46.72,-96.73,1350.6,7.56,41
T,1476285063,46.72,-96.73,1353.1,7.67,40.7
T,1476285065,46.72,-96.73,1353.1,7.67,40.7
T,1476285066,46.72,-96.73,1356,7.77,41.5
T,1476285068,46.72,-96.73,1356,7.77,41.5
T,1476285069,46.72,-96.73,1359.2,7.77,41.5
T,1476285070,46.72,-96.73,1359.2,7.92,42.3
T,1476285072,46.72,-96.73,1359.2,7.92,42.3
T,1476285073,46.72,-96.73,1361.2,7.97,42.1
T,1476285075,46.72,-96.73,1361.2,7.97,42.1
T,1476285076,46.72,-96.73,1363.4,7.97,42.2
T,1476285078,46.72,-96.73,1363.4,7.97,42.2
T,1476285079,46.72,-96.73,1365.7,7.92,42.2
T,1476285081,46.72,-96.73,1365.7,7.92,42.2
T,1476285082,46.72,-96.73,1369,7.92,42.8
T,1476285083,46.72,-96.73,1369,7.92,42.8
T,1476285085,46.72,-96.73,1371.8,7.77,42.9
T,1476285086,46.72,-96.73,1371.8,7.77,42.9
T,1476285088,46.72,-96.73,1374.6,7.67,43.9
T,1476285089,46.72,-96.73,1374.6,7.67,43.9
T,1476285091,46.72,-96.73,1377.4,7.56,45
T,1476285092,46.72,-96.73,1377.4,7.56,45
T,1476285093,46.72,-96.73,1380.4,7.51,45.1
T,1476285095,46.72,-96.73,1380.4,7.51,45.1
T,1476285096,46.72,-96.73,1382.8,7.51,45.5
T,1476285098,46.72,-96.73,1382.8,7.51,45.5
T,1476285099,46.72,-96.73,1384.9,7.46,46.2
T,1476285101,46.72,-96.73,1384.9,7.46,46.2
T,1476285102,46.72,-96.73,1387,7.51,46.2
T,1476285104,46.72,-96.73,1387,7.51,46.2
T,1476285105,46.72,-96.73,1389.3,7.61,46.9
T,1476285106,46.72,-96.73,1389.3,7.61,46.9
T,1476285108,46.72,-96.73,1391.5,7.61,46.9
T,1476285109,46.72,-96.73,1391.5,7.61,47.8
T,1476285111,46.72,-96.73,1391.5,7.61,47.8
T,1476285112,46.72,-96.73,1393,8.03,48
T,1476285114,46.72,-96.73,1393,8.03,48
T,1476285115,46.72,-96.73,1394.1,7.97,48.2
T,1476285117,46.72,-96.73,1394.1,7.97,48.2
T,1476285118,46.72,-96.73,1395.4,7.97,48.5
T,1476285119,46.72,-96.73,1395.4,7.97,48.5
T,1476285121,46.72,-96.73,1397.4,8.03,48.3
T,1476285122,46.72,-96.73,1397.4,8.03,48.3
T,1476285124,46.72,-96.73,1400.2,7.82,49
T,1476285125,46.72,-96.73,1400.2,7.82,49
T,1476285127,46.72,-96.73,1403.2,8.54,49.4
T,1476285128,46.72,-96.73,1403.2,8.54,49.4
T,1476285130,46.72,-96.73,1406.3,8.39,50.9
T,1476285131,46.72,-96.73,1406.3,8.39,50.9
T,1476285132,46.72,-96.73,1409,8.03,50.9
T,1476285134,46.72,-96.73,1409,8.03,50.9
T,1476285135,46.72,-96.72,1411.8,8.33,53.8
T,1476285137,46.72,-96.72,1411.8,8.33,53.8
T,1476285138,46.72,-96.72,1414.7,7.97,51.4
T,1476285140,46.72,-96.72,1414.7,7.97,51.4
T,1476285141,46.72,-96.72,1417.4,7.97,51.4
T,1476285142,46.72,-96.72,1417.4,7.87,51.5
T,1476285144,46.72,-96.72,1419.2,7.87,51.5
T,1476285145,46.72,-96.72,1419.2,7.51,51.9
T,1476285147,46.72,-96.72,1419.2,7.51,51.9
T,1476285148,46.73,-96.72,1420.5,7.51,51.2
T,1476285150,46.73,-96.72,1420.5,7.51,51.2
T,1476285151,46.73,-96.72,1422.6,7.72,50.8
T,1476285153,46.73,-96.72,1422.6,7.72,50.8
T,1476285154,46.73,-96.72,1424.8,7.61,51.8
T,1476285156,46.73,-96.72,1424.8,7.61,51.8
T,1476285157,46.73,-96.72,1426.8,7.77,51.3
T,1476285159,46.73,-96.72,1426.8,7.77,51.3
T,1476285160,46.73,-96.72,1430.7,7.92,51.4
T,1476285161,46.73,-96.72,1430.7,7.92,51.4
T,1476285163,46.73,-96.72,1435.1,7.92,51.7
T,1476285164,46.73,-96.72,1435.1,7.92,51.7
T,1476285166,46.73,-96.72,1440,8.03,52.3
T,1476285167,46.73,-96.72,1440,8.03,52.3
T,1476285169,46.73,-96.72,1443.7,8.13,52.4
T,1476285170,46.73,-96.72,1443.7,8.13,52.4
T,1476285172,46.73,-96.72,1446.7,8.54,50.9
T,1476285173,46.73,-96.72,1446.7,8.54,50.9
T,1476285175,46.73,-96.72,1449,7.77,52.3
T,1476285176,46.73,-96.72,1449,7.77,52.3
T,1476285178,46.73,-96.72,1452.1,7.72,52.2
T,1476285179,46.73,-96.72,1452.1,7.72,52.2
T,1476285180,46.73,-96.72,1455.2,7.72,52.3
T,1476285182,46.73,-96.72,1455.2,7.72,52.3
T,1476285183,46.73,-96.72,1458.6,7.41,52.4
T,1476285185,46.73,-96.72,1458.6,7.41,52.4
T,1476285186,46.73,-96.72,1462.5,7.31,52.7
T,1476285188,46.73,-96.72,1462.5,7.31,52.7
T,1476285189,46.73,-96.72,1466.2,7.2,51
T,1476285191,46.73,-96.72,1466.2,7.2,51
T,1476285192,46.73,-96.72,1469.7,7.31,53
T,1476285194,46.73,-96.72,1469.7,7.31,53
T,1476285195,46.73,-96.72,1472.6,7.36,53.8
T,1476285197,46.73,-96.72,1472.6,7.36,53.8
T,1476285198,46.73,-96.72,1474.8,7.56,55.9
T,1476285200,46.73,-96.72,1474.8,7.56,55.9
T,1476285201,46.73,-96.72,1477.6,7.56,55.9
T,1476285202,46.73,-96.72,1477.6,7.46,56.9
T,1476285204,46.73,-96.72,1480.3,7.46,56.9
T,1476285205,46.73,-96.72,1480.3,7.67,59.2
T,1476285207,46.73,-96.72,1480.3,7.67,59.2
T,1476285208,46.73,-96.72,1483.3,7.41,58.8
T,1476285210,46.73,-96.72,1483.3,7.41,58.8
T,1476285211,46.73,-96.72,1486.3,7.51,59.8
T,1476285213,46.73,-96.72,1486.3,7.51,59.8
T,1476285214,46.73,-96.72,1489.5,7.56,58.9
T,1476285216,46.73,-96.72,1489.5,7.56,58.9
T,1476285217,46.73,-96.72,1493.2,7.41,57.1
T,1476285219,46.73,-96.72,1493.2,7.41,57.1
T,1476285220,46.73,-96.72,1496.5,7.72,56.7
T,1476285222,46.73,-96.72,1496.5,7.72,56.7
T,1476285223,46.73,-96.72,1500.3,7.77,55.9
T,1476285224,46.73,-96.72,1500.3,7.77,55.9
T,1476285226,46.73,-96.72,1503.9,8.08,55
T,1476285227,46.73,-96.72,1503.9,8.08,55
T,1476285229,46.73,-96.72,1506.5,8.18,55.5
T,1476285230,46.73,-96.72,1506.5,8.18,55.5
T,1476285232,46.73,-96.72,1509.7,7.77,55.8
T,1476285233,46.73,-96.72,1509.7,7.77,55.8
T,1476285235,46.73,-96.72,1513.8,8.23,57.8
T,1476285236,46.73,-96.72,1513.8,8.23,57.8
T,1476285238,46.73,-96.72,1520,8.18,60.6
T,1476285239,46.73,-96.72,1520,8.18,60.6
T,1476285241,46.73,-96.72,1525.8,8.18,59.9
T,1476285242,46.73,-96.72,1525.8,8.18,59.9
T,1476285243,46.73,-96.72,1528.7,8.23,59.9
T,1476285245,46.73,-96.72,1528.7,8.23,59.9
T,1476285246,46.73,-96.72,1530.8,8.13,59.5
T,1476285248,46.73,-96.72,1530.8,8.13,59.5
T,1476285249,46.73,-96.72,1532.6,8.33,59.2
T,1476285251,46.73,-96.72,1532.6,8.33,59.2
T,1476285252,46.73,-96.72,1533.4,8.23,59.2
T,1476285254,46.73,-96.72,1533.4,8.23,59.2
T,1476285255,46.73,-96.72,1534.7,8.23,59.2
T,1476285256,46.73,-96.72,1534.7,8.03,59
T,1476285258,46.73,-96.72,1534.7,8.03,59
T,1476285259,46.73,-96.71,1537.2,7.97,58.1
T,1476285261,46.73,-96.71,1537.2,7.97,58.1
T,1476285262,46.73,-96.71,1539.3,8.03,58.1
T,1476285264,46.73,-96.71,1539.3,8.03,58.1
T,1476285265,46.73,-96.71,1542,7.97,59.2
T,1476285266,46.73,-96.71,1542,7.97,59.2
T,1476285268,46.73,-96.71,1545.2,7.92,59.3
T,1476285269,46.73,-96.71,1545.2,7.92,59.3
T,1476285271,46.73,-96.71,1547.7,8.13,59.2
T,1476285272,46.73,-96.71,1547.7,8.13,59.2
T,1476285274,46.73,-96.71,1549.8,8.69,60
T,1476285275,46.73,-96.71,1549.8,8.69,60
T,1476285277,46.73,-96.71,1551.5,8.44,60.8
T,1476285278,46.73,-96.71,1551.5,8.44,60.8
T,1476285279,46.73,-96.71,1553.5,8.59,60.1
T,1476285281,46.73,-96.71,1553.5,8.59,60.1
T,1476285282,46.73,-96.71,1556.6,8.54,60.3
T,1476285284,46.73,-96.71,1556.6,8.54,60.3
T,1476285285,46.73,-96.71,1559.9,9.05,59
T,1476285287,46.73,-96.71,1559.9,9.05,59
T,1476285288,46.73,-96.71,1563.6,8.75,58.3
T,1476285290,46.73,-96.71,1563.6,8.75,58.3
T,1476285291,46.73,-96.71,1566.5,8.49,58
T,1476285293,46.73,-96.71,1566.5,8.49,58
T,1476285294,46.73,-96.71,1569.2,8.54,59.5
T,1476285296,46.73,-96.71,1569.2,8.54,59.5
T,1476285297,46.73,-96.71,1572.3,8.59,60.2
T,1476285298,46.73,-96.71,1572.3,8.59,60.2
T,1476285300,46.73,-96.71,1575,8.59,60.2
T,1476285301,46.73,-96.71,1575,8.44,61
T,1476285303,46.73,-96.71,1575,8.44,61
T,1476285304,46.73,-96.71,1577.9,8.54,61.4
T,1476285306,46.73,-96.71,1577.9,8.54,61.4
T,1476285307,46.73,-96.71,1580.8,8.54,61.7
T,1476285309,46.73,-96.71,1580.8,8.54,61.7
T,1476285310,46.73,-96.71,1583.1,8.54,63.4
T,1476285312,46.73,-96.71,1583.1,8.54,63.4
T,1476285313,46.73,-96.71,1585.6,8.8,60.9
T,1476285315,46.73,-96.71,1585.6,8.8,60.9
T,1476285316,46.73,-96.71,1588,8.69,59.9
T,1476285318,46.73,-96.71,1588,8.69,59.9
T,1476285319,46.73,-96.71,1590.3,8.8,58.4
T,1476285320,46.73,-96.71,1590.3,8.8,58.4
T,1476285322,46.73,-96.71,1593.2,9.72,58.6
T,1476285323,46.73,-96.71,1593.2,9.72,58.6
T,1476285325,46.73,-96.71,1596.3,8.95,58
T,1476285326,46.73,-96.71,1596.3,8.95,58
T,1476285328,46.73,-96.71,1599.9,8.75,59.4
T,1476285329,46.73,-96.71,1599.9,8.75,59.4
T,1476285331,46.73,-96.71,1603.2,8.75,60.5
T,1476285332,46.73,-96.71,1603.2,8.75,60.5
T,1476285334,46.73,-96.71,1607.5,8.8,60.9
T,1476285335,46.73,-96.71,1607.5,8.8,60.9
T,1476285337,46.73,-96.71,1611.1,8.85,61.1
T,1476285338,46.73,-96.71,1611.1,8.85,61.1
T,1476285339,46.73,-96.71,1613.5,8.9,62
T,1476285341,46.73,-96.71,1613.5,8.9,62
T,1476285342,46.73,-96.71,1616,9.36,61.6
T,1476285344,46.73,-96.71,1616,9.36,61.6
T,1476285345,46.73,-96.71,1618,9.31,59.4
T,1476285347,46.73,-96.71,1618,9.31,59.4
T,1476285348,46.73,-96.71,1620,8.85,60.4
T,1476285350,46.73,-96.71,1620,8.85,60.4
T,1476285351,46.73,-96.71,1622.8,8.8,58.9
T,1476285353,46.73,-96.71,1622.8,8.8,58.9
T,1476285354,46.73,-96.71,1626.1,8.95,58.4
T,1476285356,46.73,-96.71,1626.1,8.95,58.4
T,1476285357,46.73,-96.71,1629.3,8.75,58.9
T,1476285359,46.73,-96.71,1629.3,8.75,58.9
T,1476285360,46.73,-96.7,1632.3,8.75,60.1
T,1476285361,46.73,-96.7,1632.3,8.75,60.1
T,1476285363,46.73,-96.7,1636.3,8.75,60.1
T,1476285364,46.73,-96.7,1636.3,8.85,61.8
T,1476285366,46.73,-96.7,1636.3,8.85,61.8
T,1476285367,46.73,-96.7,1640.5,8.85,62.1
T,1476285369,46.73,-96.7,1640.5,8.85,62.1
T,1476285370,46.73,-96.7,1643.4,8.95,62.8
T,1476285372,46.73,-96.7,1643.4,8.95,62.8
T,1476285373,46.73,-96.7,1646.1,9.05,62.7
T,1476285375,46.73,-96.7,1646.1,9.05,62.7
T,1476285376,46.73,-96.7,1649,9.16,62.9
T,1476285378,46.73,-96.7,1649,9.16,62.9
T,1476285379,46.73,-96.7,1651.4,9.21,62.7
T,1476285380,46.73,-96.7,1651.4,9.21,62.7
T,1476285382,46.73,-96.7,1653.7,9.31,62.9
T,1476285383,46.73,-96.7,1653.7,9.31,62.9
T,1476285385,46.73,-96.7,1656.6,9.72,61.4
T,1476285386,46.73,-96.7,1656.6,9.72,61.4
T,1476285388,46.73,-96.7,1659.2,9.31,61.6
T,1476285389,46.73,-96.7,1659.2,9.31,61.6
T,1476285391,46.73,-96.7,1661.5,9.26,60.5
T,1476285392,46.73,-96.7,1661.5,9.26,60.5
T,1476285394,46.73,-96.7,1664.7,9.26,60
T,1476285395,46.73,-96.7,1664.7,9.26,60
T,1476285397,46.73,-96.7,1668.1,9.26,59.8
T,1476285398,46.73,-96.7,1668.1,9.26,59.8
T,1476285399,46.73,-96.7,1671,9.26,60.2
T,1476285401,46.73,-96.7,1671,9.26,60.2
T,1476285402,46.73,-96.7,1673.3,8.95,60
T,1476285404,46.73,-96.7,1673.3,8.95,60
T,1476285405,46.74,-96.7,1675.3,9.05,60.4
T,1476285407,46.74,-96.7,1675.3,9.05,60.4
T,1476285408,46.74,-96.7,1677.2,9.26,60.8
T,1476285409,46.74,-96.7,1677.2,9.26,60.8
T,1476285411,46.74,-96.7,1680.1,9.26,60.8
T,1476285412,46.74,-96.7,1680.1,9.52,61.3
T,1476285414,46.74,-96.7,1680.1,9.52,61.3
T,1476285415,46.74,-96.7,1683.5,9.52,61.6
T,1476285417,46.74,-96.7,1683.5,9.52,61.6
T,1476285418,46.74,-96.7,1686.9,9.67,61.5
T,1476285420,46.74,-96.7,1686.9,9.67,61.5
T,1476285421,46.74,-96.7,1689.9,9.77,62.3
T,1476285422,46.74,-96.7,1689.9,9.77,62.3
T,1476285424,46.74,-96.7,1693.5,9.62,63.2
T,1476285425,46.74,-96.7,1693.5,9.62,63.2
T,1476285427,46.74,-96.7,1697.9,9.41,64.1
T,1476285428,46.74,-96.7,1697.9,9.41,64.1
T,1476285430,46.74,-96.7,1702.3,9.36,65.6
T,1476285431,46.74,-96.7,1702.3,9.36,65.6
T,1476285433,46.74,-96.7,1706.1,9.52,65.7
T,1476285434,46.74,-96.7,1706.1,9.52,65.7
T,1476285435,46.74,-96.7,1710.1,9.41,65
T,1476285437,46.74,-96.7,1710.1,9.41,65
T,1476285438,46.74,-96.7,1713.7,9.36,66.6
T,1476285440,46.74,-96.7,1713.7,9.36,66.6
T,1476285441,46.74,-96.7,1717.3,9.36,65.6
T,1476285443,46.74,-96.7,1717.3,9.36,65.6
T,1476285444,46.74,-96.7,1721,9.36,66.7
T,1476285446,46.74,-96.7,1721,9.36,66.7
T,1476285447,46.74,-96.7,1725.6,9.36,66.7
T,1476285448,46.74,-96.7,1725.6,9.41,67
T,1476285450,46.74,-96.7,1725.6,9.41,67
T,1476285451,46.74,-96.7,1730.1,9.26,66.6
T,1476285453,46.74,-96.7,1730.1,9.26,66.6
T,1476285454,46.74,-96.69,1734.3,9.47,68.1
T,1476285456,46.74,-96.69,1734.3,9.47,68.1
T,1476285457,46.74,-96.69,1738.2,9.36,68.1
T,1476285458,46.74,-96.69,1738.2,9.36,68.1
T,1476285460,46.74,-96.69,1742.4,9.31,67.9
T,1476285461,46.74,-96.69,1742.4,9.31,67.9
T,1476285463,46.74,-96.69,1745.6,9.52,68.6
T,1476285464,46.74,-96.69,1745.6,9.52,68.6
T,1476285466,46.74,-96.69,1747.9,9.36,66.7
T,1476285467,46.74,-96.69,1747.9,9.36,66.7
T,1476285469,46.74,-96.69,1749.9,9.16,67
T,1476285470,46.74,-96.69,1749.9,9.16,67
T,1476285471,46.74,-96.69,1753,9.05,66.6
T,1476285473,46.74,-96.69,1753,9.05,66.6
T,1476285474,46.74,-96.69,1755.3,8.9,67.2
T,1476285476,46.74,-96.69,1755.3,8.9,67.2
T,1476285477,46.74,-96.69,1757.5,8.85,66.6
T,1476285479,46.74,-96.69,1757.5,8.85,66.6
T,1476285480,46.74,-96.69,1760.6,8.75,66.9
T,1476285482,46.74,-96.69,1760.6,8.75,66.9
T,1476285483,46.74,-96.69,1764.8,8.75,66.9
T,1476285484,46.74,-96.69,1764.8,8.85,67
T,1476285486,46.74,-96.69,1764.8,8.85,67
T,1476285487,46.74,-96.69,1770.3,9,68.1
T,1476285489,46.74,-96.69,1770.3,9,68.1
T,1476285490,46.74,-96.69,1776.2,8.69,69.7
T,1476285492,46.74,-96.69,1776.2,8.69,69.7
T,1476285493,46.74,-96.69,1782.3,8.8,69.9
T,1476285495,46.74,-96.69,1782.3,8.8,69.9
T,1476285496,46.74,-96.69,1789,9,70.2
T,1476285497,46.74,-96.69,1789,9,70.2
T,1476285499,46.74,-96.69,1796.5,9.05,70.9
T,1476285500,46.74,-96.69,1796.5,9.05,70.9
T,1476285502,46.74,-96.69,1803.8,9.05,70.8
T,1476285503,46.74,-96.69,1803.8,9.05,70.8
T,1476285505,46.74,-96.69,1811.2,8.85,71.8
T,1476285506,46.74,-96.69,1811.2,8.85,71.8
T,1476285508,46.74,-96.69,1818.5,9.05,70.9
T,1476285509,46.74,-96.69,1818.5,9.05,70.9
T,1476285511,46.74,-96.69,1825.4,8.69,72.8
T,1476285512,46.74,-96.69,1825.4,8.69,72.8
T,1476285513,46.74,-96.69,1832.7,8.9,73.3
T,1476285515,46.74,-96.69,1832.7,8.9,73.3
T,1476285516,46.74,-96.69,1840.4,8.75,73.7
T,1476285518,46.74,-96.69,1840.4,8.75,73.7
T,1476285519,46.74,-96.69,1848,8.75,73.7
